,platform,launch_month,ad_category_id,dev_cost,marketing_cost,users_reached,downloads_or_accesses,avg_bounce_rate,cumulative_feedback_from_customers,city_id
2116,PDF WhatsApp Push,2021-05,A003,191990,120406,18483,15705,83.26,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2117,PDF WhatsApp Push,2021-06,A004,360346,60378,20916,8163,84.04,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2118,PDF WhatsApp Push,2021-07,A003,263045,55874,23908,15415,76.69,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2119,PDF WhatsApp Push,2021-08,A001,177483,66836,16684,20881,70.45,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2120,PDF WhatsApp Push,2021-09,A004,243082,86435,29796,16373,52.0,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2121,PDF WhatsApp Push,2021-10,A003,237358,76772,20563,16975,67.86,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2122,PDF WhatsApp Push,2021-11,A004,212761,93329,37600,13891,34.37,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2123,PDF WhatsApp Push,2021-12,A004,116377,90570,20851,12822,58.74,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2124,E-paper Mobile Web,2021-01,A003,41300,69931,27112,20188,67.01,nan,C054
2125,E-paper Mobile Web,2021-02,A004,273225,96252,20220,11831,61.38,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2126,E-paper Mobile Web,2021-03,A002,158853,56237,9783,23187,41.27,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2127,E-paper Mobile Web,2021-04,A002,297171,66156,20273,11128,74.53,nan,C054
2128,E-paper Mobile Web,2021-05,A002,183273,49270,27490,17635,75.36,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2129,E-paper Mobile Web,2021-06,A003,133534,50093,14721,20620,65.44,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2130,E-paper Mobile Web,2021-07,A001,160915,110777,27416,12101,87.0,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2131,E-paper Mobile Web,2021-08,A001,160407,86632,19636,7096,77.19,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2132,E-paper Mobile Web,2021-09,A004,167090,50609,27686,19866,74.47,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2133,E-paper Mobile Web,2021-10,A002,172152,105016,31240,15656,86.23,nan,C054
2134,E-paper Mobile Web,2021-11,A002,181854,67100,28588,11241,64.57,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2135,E-paper Mobile Web,2021-12,A004,169569,46984,26841,2846,90.74,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2136,Mobile App Beta,2021-01,A001,157566,60990,15384,17523,93.23,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2137,Mobile App Beta,2021-02,A004,268190,66091,27925,4403,48.93,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2138,Mobile App Beta,2021-03,A001,210647,77451,46098,21578,63.69,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2139,Mobile App Beta,2021-04,A001,172683,58422,22198,19563,35.22,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2140,Mobile App Beta,2021-05,A003,217747,38153,8811,21314,44.6,nan,C054
2141,Mobile App Beta,2021-06,A004,213472,73901,33780,7771,73.54,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2142,Mobile App Beta,2021-07,A002,306473,79791,-2555,18340,65.36,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2143,Mobile App Beta,2021-08,A001,151600,77625,46422,16524,48.95,nan,C054
2144,Mobile App Beta,2021-09,A004,130750,47574,20193,3821,83.47,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2145,Mobile App Beta,2021-10,A001,279387,84379,21946,14869,78.86,nan,C054
2146,Mobile App Beta,2021-11,A002,259112,55772,31535,14620,80.25,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2147,Mobile App Beta,2021-12,A003,203674,48411,16761,13945,79.93,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2148,Responsive Web Version,2021-01,A001,169230,84271,30501,17557,58.65,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2149,Responsive Web Version,2021-02,A001,366092,78021,38133,17547,88.35,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2150,Responsive Web Version,2021-03,A002,152712,40176,24254,10561,79.24,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2151,Responsive Web Version,2021-04,A003,277367,41794,31481,13491,75.75,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2152,Responsive Web Version,2021-05,A003,252608,46410,21398,11346,52.08,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2153,Responsive Web Version,2021-06,A003,279980,69173,23839,17211,74.9,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2154,Responsive Web Version,2021-07,A004,180391,90352,30594,9956,71.22,nan,C054
2155,Responsive Web Version,2021-08,A002,139943,59056,23984,10814,85.17,"The site takes too long to load on average phones.
People didn’t wait around.",C054
2156,Responsive Web Version,2021-09,A003,137966,79918,6360,18139,37.63,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2157,Responsive Web Version,2021-10,A004,168974,96847,44343,11958,55.05,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2158,Responsive Web Version,2021-11,A004,186866,78998,33418,16957,90.64,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C054
2159,Responsive Web Version,2021-12,A001,99917,83693,18244,15401,67.91,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C054
2160,PDF WhatsApp Push,2021-01,A001,213954,67583,31996,15194,69.66,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2161,PDF WhatsApp Push,2021-02,A002,244253,58002,15489,17905,64.56,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2162,PDF WhatsApp Push,2021-03,A004,170306,93847,29750,17432,46.81,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2163,PDF WhatsApp Push,2021-04,A004,208924,89222,45106,15193,64.88,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2164,PDF WhatsApp Push,2021-05,A001,165469,69085,26950,13554,53.41,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2165,PDF WhatsApp Push,2021-06,A004,169861,75325,29376,22740,62.61,nan,C055
2166,PDF WhatsApp Push,2021-07,A004,195857,44766,35694,22495,50.89,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2167,PDF WhatsApp Push,2021-08,A001,213326,28425,35314,18263,68.63,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2168,PDF WhatsApp Push,2021-09,A002,167582,75490,25379,11806,108.61,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2169,PDF WhatsApp Push,2021-10,A003,171434,126587,27695,14129,50.84,nan,C055
2170,PDF WhatsApp Push,2021-11,A001,318479,67747,39794,24948,51.22,nan,C055
2171,PDF WhatsApp Push,2021-12,A001,149470,49752,35714,9296,53.09,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2172,E-paper Mobile Web,2021-01,A003,210235,102460,40626,16658,76.88,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2173,E-paper Mobile Web,2021-02,A001,189846,100330,36946,19986,77.22,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2174,E-paper Mobile Web,2021-03,A001,196231,38934,6467,5992,63.82,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2175,E-paper Mobile Web,2021-04,A001,217893,85952,24709,15201,78.28,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2176,E-paper Mobile Web,2021-05,A003,237768,68605,27548,7195,57.82,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2177,E-paper Mobile Web,2021-06,A004,165143,37852,24355,5014,63.56,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2178,E-paper Mobile Web,2021-07,A002,174464,81709,24880,14759,66.68,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2179,E-paper Mobile Web,2021-08,A001,181859,50412,33919,11842,48.93,nan,C055
2180,E-paper Mobile Web,2021-09,A001,255770,96459,26877,13464,58.78,nan,C055
2181,E-paper Mobile Web,2021-10,A003,281427,98475,32714,19590,88.81,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2182,E-paper Mobile Web,2021-11,A004,258179,75166,43844,12902,57.74,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2183,E-paper Mobile Web,2021-12,A001,141658,43802,31552,19599,85.42,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2184,Mobile App Beta,2021-01,A004,231421,70593,15345,7303,49.72,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2185,Mobile App Beta,2021-02,A001,122053,60986,36234,12892,79.94,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2186,Mobile App Beta,2021-03,A004,93514,77880,30488,23753,62.68,nan,C055
2187,Mobile App Beta,2021-04,A004,241789,61659,20419,16551,60.27,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2188,Mobile App Beta,2021-05,A003,145379,72842,30846,8771,64.87,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2189,Mobile App Beta,2021-06,A002,293310,81981,27330,12434,70.91,nan,C055
2190,Mobile App Beta,2021-07,A004,235718,42044,21709,19688,62.76,nan,C055
2191,Mobile App Beta,2021-08,A001,230569,43132,21496,17352,77.67,nan,C055
2192,Mobile App Beta,2021-09,A004,229647,54049,35538,17837,54.58,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2193,Mobile App Beta,2021-10,A003,106703,17427,15390,17455,62.09,nan,C055
2194,Mobile App Beta,2021-11,A002,193044,60211,20862,19268,84.08,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2195,Mobile App Beta,2021-12,A003,223590,83414,19611,15705,45.97,nan,C055
2196,Responsive Web Version,2021-01,A001,257964,55385,26967,16137,55.07,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2197,Responsive Web Version,2021-02,A004,164891,57349,31339,20916,68.6,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2198,Responsive Web Version,2021-03,A002,154708,47964,26297,11832,63.62,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2199,Responsive Web Version,2021-04,A004,186273,117188,10877,12588,46.18,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2200,Responsive Web Version,2021-05,A002,54966,57507,30529,26294,49.44,nan,C055
2201,Responsive Web Version,2021-06,A001,226358,63346,18508,15460,61.86,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2202,Responsive Web Version,2021-07,A002,244850,25544,27733,15857,44.14,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C055
2203,Responsive Web Version,2021-08,A004,172047,54435,21449,10600,57.06,nan,C055
2204,Responsive Web Version,2021-09,A003,163721,49844,35478,19099,89.75,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C055
2205,Responsive Web Version,2021-10,A004,262275,43216,31097,16487,46.42,nan,C055
2206,Responsive Web Version,2021-11,A002,220640,93836,21782,18620,60.64,"The site takes too long to load on average phones.
People didn’t wait around.",C055
2207,Responsive Web Version,2021-12,A003,258267,51091,27387,14540,66.76,nan,C055
2208,PDF WhatsApp Push,2021-01,A004,220723,93761,29224,19925,61.47,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C056
2209,PDF WhatsApp Push,2021-02,A002,273054,45810,36825,10753,47.56,nan,C056
2210,PDF WhatsApp Push,2021-03,A001,244664,68127,12151,12884,55.5,nan,C056
2211,PDF WhatsApp Push,2021-04,A003,211695,99291,31633,21439,88.87,nan,C056
2212,PDF WhatsApp Push,2021-05,A004,162820,56204,4109,10811,49.69,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2213,PDF WhatsApp Push,2021-06,A004,207175,54888,15708,13251,64.62,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2214,PDF WhatsApp Push,2021-07,A003,195237,64276,27742,7856,78.47,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C056
2215,PDF WhatsApp Push,2021-08,A001,245239,86302,32959,14009,93.15,nan,C056
2216,PDF WhatsApp Push,2021-09,A002,228600,54178,15782,17138,37.41,"The site takes too long to load on average phones.
People didn’t wait around.",C056
2217,PDF WhatsApp Push,2021-10,A004,255630,63484,2938,14225,73.52,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C056
2218,PDF WhatsApp Push,2021-11,A004,334155,56968,41423,20081,50.48,nan,C056
2219,PDF WhatsApp Push,2021-12,A004,273083,71862,11137,10619,71.63,"The site takes too long to load on average phones.
People didn’t wait around.",C056
2220,E-paper Mobile Web,2021-01,A002,183290,82177,40049,14944,86.95,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2221,E-paper Mobile Web,2021-02,A003,131223,61428,20090,16939,57.31,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2222,E-paper Mobile Web,2021-03,A003,218574,76110,14989,12830,66.42,"The site takes too long to load on average phones.
People didn’t wait around.",C056
2223,E-paper Mobile Web,2021-04,A001,259431,63310,35324,9194,80.26,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2224,E-paper Mobile Web,2021-05,A002,198776,89753,23792,21443,84.07,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
2225,E-paper Mobile Web,2021-06,A001,168314,116657,25545,9825,82.6,nan,C056
2226,E-paper Mobile Web,2021-07,A002,219091,78488,18805,9699,62.55,"The site takes too long to load on average phones.
People didn’t wait around.",C056
2227,E-paper Mobile Web,2021-08,A001,200843,40590,19948,11131,47.06,"The site takes too long to load on average phones.
People didn’t wait around.",C056
2228,E-paper Mobile Web,2021-09,A004,235120,99405,23948,15132,57.56,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C056
